0,0,10,9486.832980505138,9486.832980505138,0,10,0,0,0,0
0.01,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.02,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.03,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.04,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.05,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.06,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.07,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.08,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.09,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.1,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.11,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.12,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.13,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.14,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.15,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.17,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.18,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.19,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.2,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.21,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.22,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.23,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.24,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.25,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.26,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.27,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.28,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.29,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.3,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.31,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.32,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.33,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.34,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.35000000000000003,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.36,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.37,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.38,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.39,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.4,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.41000000000000003,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.42,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.43,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.44,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.45,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.46,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.47000000000000003,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.48,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.49,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.51,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.52,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.53,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.54,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.55,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.56,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5700000000000001,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.58,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.59,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.61,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.62,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.63,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.64,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.65,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.66,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.67,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.68,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.6900000000000001,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.7000000000000001,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.71,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.72,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.73,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.74,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.75,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
